Artigo,Autores
1981,Ruy Alberto Pisani Altafim; Heitor Curry Basso; Ruy Alberto Correa Altafim; Xunlin Qiu; Werner Wirges; Reimund Gerhard
1982,Marcos Rodrigues Costa; Ruy Alberto Correa Altafim; Alaide Pellegrini Mammana
1983,RA Altafim; Cacilda Ribeiro Murakami; PE Cruvinel; JM Naime; GO Chierice; S Mascarenhas
1984,Paulo Estevão Cruvinel; Ladislau Marcelino Rabello; Sérgio Mascarenhas; Ruy Alberto C Altafim; Giovane E Gigante; Enrico M Staderini; Roberto Cesareo
1985,Aderbal de Arruda Penteado Jr; Jorge Mieczyslaw Janiszewski; C Kokaia; Ruy Alberto Corrêa Altafim
1986,Ruy Alberto Corrêa Altafim; VAA Nunes; José Alberto Giacometti; ON Oliveira
1987,Ruy Alberto Corrêa Altafim; DM Leite; Francisco Hirakazu Kameyama; MYS Kimura
1988,Amelia M Santos; Rui A Moreira; Tagleorge M Silveira; Ruy AP Altafim; Elvio P Silva; Polyane A Santos; Ronaldo M Lima; Ruy AC Altafim
1989,Igor Nazareno Soares; Ruy Alberto Corrêa Altafim; Ruy Alberto Pisani Altafim; Joao Paulo Pereira do Carmo; César Domingues; Rogério Andrade Flauzino
1990,Hélio Eiji Sueta; Sergio Roberto Santos; Ruy Alberto C Altafim
1991,João Paulo Brognoni Casati; Ruy Alberto Corrêa Altafim; Ruy Alberto Pisani Altafim
1992,Cesar Domingues; Ruy Alberto Correa Altafim; Felipe de Sousa; Thamyres Palitó; Ruy Alberto Pisani Altafim
1993,Neerajan Nepal; Axel Mellinger; Ruy Alberto Pisani Altafim
1994,Daniel Rodrigo Falconi; Yuri Andrey Olivato Assagra; Ruy Alberto Pisani Altafim; Ruy Alberto Corrêa Altafim
1995,Amleto Landucci Júnior; Ruy Alberto Corrêa Altafim
1996,Daniel Thomazini; Maria Virginia Gelfuso; Ruy Alberto Corrêa Altafim
1997,Cacilda Ribeiro Murakami; Ruy Alberto Corrêa Altafim; A Bonomo; Paulo Estevão Cruvinel; Gilberto Orivaldo Chierice; José Augusto Marcondes Agnelli
1998,Angela Bonomo; Ruy Alberto Corrêa Altafim
1999,Cecilia Ribeiro Murakami; Ruy Alberto Corrêa Altafim; Luís Carlos Ribeiro de Araújo; Salvador Claro Neto; Gilberto Orivaldo Chierice
2000,PE Cruvinel; LM Rabello; Sérgio Mascarenhas; Ruy Alberto Corrêa Altafim; Giovanni Ettore Gigante; EM Staderini; R Cesareo
2001,Ruy Alberto Corrêa Altafim; Jorge Mieczyslaw Janiszewski; José Alberto Giacometti
2002,Igor Nazareno Soares; Ruy Alberto Corrêa Altafim; Ruy Alberto Pisani Altafim; Melkzedekue de Moraes Alcântara Calabrese Moreira; Felipe Schiavon Inocêncio de Sousa; José A Afonso; João Paulo Carmo; Rogério de Andrade Flauzino
2003,Amelia M Santos; Rui A Moreira; Ruy AP Altafim; Ruy AC Altafim
2004,Amélia Moreira Santos; Rui A Moreira; Ruy AP Altafim; Ruy AC Altafim
2005,IN Soares; RAC Altafim; RAP Altafim; MdMAC Moreira; FSId Sousa; JA Afonso; JP Carmo
2006,DAP Ferreira; Ruy Alberto Pisani Altafim; FSI De Souza; F Nakagawa; Rogério Andrade Flauzino; JPP do Carmo; Ruy Alberto Corrêa Altafim
2007,Amélia M Santos; Rui AS Moreira; Tagleorge M Silveira; Ruy Alberto Pisani Altafim; Ruy Alberto Corrêa Altafim
2008,Yuri AO Assagra; Ruy AP Altafim; Joao P do Carmo; Ruy AC Altafim; Dmitry Rychkov; Werner Wirges; Reimund Gerhard
2009,Silvana Santos; Roberta Smania-Marques; Victor Albino; Izabelly Dutra Fernandes; Francisco Fernandes Abel Mangueira; Ruy Altafim; Ricardo Olinda; Matt Smith; John Traxler
2010,Amleto Landucci Junior; Ruy Alberto Corrêa Altafim; Heitor Cury Basso
2011,Igor Nazareno Soares; Melkzedekue de Moraes Alcântara Calabrese Moreira; Felipe Schiavon Inocencio de Sousa; Ruy Alberto Pisani Altafim; João Paulo Pereira do Carmo; Ruy Alberto Corrêa Altafim
2012,Melkzedekue de Moraes Alcântara Calabrese Moreira; Igor Nazareno Soares; Jéssica Fernandes Alves; Felipe Schiavon Inocencio de Sousa; Ruy Alberto Pisani Altafim; Ruy Alberto Corrêa Altafim
2013,Maria Virginia Gelfuso; Daniel Thomazini; Ruy Alberto Corrêa Altafim
2014,Ruy Alberto Corrêa Altafim; Luís Guilherme Trovó Cassanelli; Joelma Perez; Ernesto Rafael Gonzalez; Manoel Luis de Aguiar; Azauri Albano de Oliveira Júnior; Luiz Goncalves Neto; José Roberto Boffino de Almeida Monteiro; Ruy Alberto Pisani Altafim; Valdecir Antonio Paganin
2015,Jéssica Fernandes Alves; Melkzedekue de Moraes Alcântara Calabrese Moreira; Felipe Schiavon Inocencio de Sousa; Ruy Alberto Pisani Altafim; Ruy Alberto Corrêa Altafim
2016,Felipe Schiavon Inocencio de Sousa
2017,Janislley Oliveira de Sousa; Ruy Alberto Pisani Altafim; Mardson Freitas de Amorim
2018,Daniel Augusto Pagi Ferreira; Ruy Alberto Corrêa Altafim
2019,Ruy Alberto Corrêa Altafim; Felipe Schiavon Inocencio de Sousa; Cesar Domingues
2020,EBL Araújo; LM Santos; MF Amorim; RAP Altafim; RAC Altafim
2021,Leandro José de Medeiros; Hermes Arytto Salles Kamimura; Ruy Alberto Pisani Altafim; Antonio Adilton Oliveira Carneiro; Mardson Freitas de Amorim; Ruy Alberto Corrêa Altafim
2022,José Roberto Boffino de Almeida Monteiro; Manoel Luis de Aguiar; Geyverson Teixeira de Paula; AA Oliveira; L Gonc; Ruy Alberto Corrêa Altafim
2023,Carlos Café; Ruy Alberto Corrêa Altafim; Geraldo Roberto Martins da Costa
2024,Daniel Augusto Pagi Ferreira; Clóvis Kodaira; Ruy Alberto Pisani Altafim; Luiz Gonçalves Júnior; José Francisco Resende da Silva; Ruy Alberto Corra Altafim; Joao Pessoa; Av Eng Luiz Edmundo Carrijo Coube
2025,Daniel Augusto Pagi Ferreira; Fumio Nakagawa; Ruy Alberto Corrêa Altafim; JFR da Silva; Ruy Alberto Pisani Altafim
2026,Francisco Antonio Rocco Lahr; Heitor Cury Basso; José Francisco Resende da Silva; Ruy Alberto Pisani Altafim; Ruy Alberto Corrêa Altafim; Yuri Andrey Olivato Assagra
2027,Pedro Henrique Mosquera Santos; Daniel Rodrigo Falconi; Ruy Alberto Corrêa Altafim
2028,Ruy Alberto Corrêa Altafim; Felipe José de Carvalho
2029,Ruy Alberto Corrêa Altafim; Felipe Schiavon Inocêncio de Sousa; Daniel Rodrigo Falconi
2030,Leandro José de Medeiros; Hermes Arytto Salles Kamimura; Ruy Alberto Pisani Altafim; Antonio Adilton Oliveira Carneiro; Paulo Roberto Veronese; Heitor Cury Basso; Ruy Alberto Corrêa Altafim
2031,Daniel Thomazini; Maria Virgínia Gelfuso; Ruy Alberto Altafim
2032,Daniel Baladelli Mazulquim; Ruy Alberto Pisani Altafim; Heitor Cury Basso; Ruy Alberto Corrêa Altafim; Luiz Gonçalves Neto
2033,Yuri Andrey Olivato Assagra; Ruy Alberto Corrêa Altafim; José Francisco Resende da Silva; Ruy Alberto Pisani Altafim; Heitor Cury Basso; Francisco Antonio Rocco Lahr; Osny Pellegrino Ferreira
2034,Daniel Thomazini; Maria Virginia Gelfuso; Ruy Alberto Corrêa Altafim; SC Izidoro; FM Teixeira; GB de Oliveira
2035,Geraldo Lupi Filho; Ricardo Augusto Souza Fernandes; Ivan Nunes da Silva; Ruy Alberto Corrêa Altafim
2036,Sylvio Sawaya; João Grandino Rodas; Glaucius Oliva; AC Ferraz; Wanderley Messias da Costa; Ruy Alberto Corrêa Altafim
2037,AC Ferraz; Francisco Miraglia Neto; Glaucius Oliva; João Grandino Rodas; Ruy Alberto Corrêa Altafim; Sonia Penin; Sylvio Sawaya; Wanderley Messias da Costa
2038,AC Ferraz; Francisco Miraglia Neto; Glaucius Oliva; João Grandino Rodas; Ruy Alberto Corrêa Altafim; Sylvio Sawaya; Sonia Penin; Wanderley Messias da Costa
2039,Francisco Miraglia Neto; Glaucius Oliva; Wanderley Messias da Costa; Sylvio Sawaya; João Grandino Rodas; Sonia Penin; Ruy Alberto Corrêa Altafim
2040,AC Ferraz; Francisco Miraglia Neto; Glaucius Oliva; João Grandino Rodas; Ruy Alberto Corrêa Altafim; Sonia Penin; Sylvio Sawaya; Wanderley Messias da Costa
2041,Sonia Penin; Francisco Miraglia Neto; Wanderley Messias da Costa; Sylvio Sawaya; Ruy Alberto Corrêa Altafim; João Grandino Rodas; Glaucius Oliva
2042,Glaucius Oliva; Armando Corbani Ferraz; Ruy Alberto Corrêa Altafim; João Grandino Rodas; Sylvio Sawaya; Wanderley Messias da Costa
2043,Ruy Alberto Corrêa Altafim; Eni de Mesquita Samara
2044,Sonia Penin; João Grandino Rodas; Wanderley Messias da Costa; Ruy Alberto Corrêa Altafim; AC Ferraz; Glaucius Oliva; Francisco Miraglia Neto; Sylvio Sawaya
2045,AC Ferraz; João Grandino Rodas; Wanderley Messias da Costa; Ruy Alberto Corrêa Altafim; Sonia Penin; Glaucius Oliva; Francisco Miraglia Neto; Sylvio Sawaya
2046,AC Ferraz; Glaucius Oliva; João Grandino Rodas; Ruy Alberto Corrêa Altafim; Sylvio Sawaya; Wanderley Messias da Costa
2047,Ruy Alberto Corrêa Altafim
2048,AC Ferraz; Francisco Miraglia Neto; Glaucius Oliva; João Grandino Rodas; Ruy Alberto Corrêa Altafim; Sylvio de Barros Sawaya; Sonia Penin; Wanderley Messias da Costa
2049,AC Ferraz; Francisco Miraglia Neto; Glaucius Oliva; João Grandino Rodas; Ruy Alberto Corrêa Altafim; Sonia Penin; Sylvio Sawaya; Wanderley Messias da Costa
2050,Sonia Penin; João Grandino Rodas; Glaucius Oliva; AC Ferraz; Wanderley Messias da Costa; Ruy Alberto Corrêa Altafim; Sylvio de Barros Sawaya
2051,Francisco Miraglia Neto; João Grandino Rodas; Glaucius Oliva; AC Ferraz; Wanderley Messias da Costa; Ruy Alberto Corrêa Altafim; Sylvio de Barros Sawaya; Sonia Penin
2052,Glaucius Oliva; AC Ferraz; Wanderley Messias da Costa; Sylvio de Barros Sawaya; Ruy Alberto Corrêa Altafim; Sonia Penin; Francisco Miraglia Neto; João Grandino Rodas
2053,João Grandino Rodas; Francisco Miraglia Neto; Wanderley Messias da Costa; Sylvio de Barros Sawaya; Ruy Alberto Corrêa Altafim; Sonia Penin; Glaucius Oliva
2054,AC Ferraz; Francisco Miraglia Neto; Glaucius Oliva; João Grandino Rodas; Ruy Alberto Corrêa Altafim; Sonia Penin; Sylvio de Barros Sawaya; Wanderley Messias da Costa
2055,Sonia Penin; Francisco Miraglia Neto; Glaucius Oliva; João Grandino Rodas; Ruy Alberto Corrêa Altafim; Sylvio de Barros Sawaya; Wanderley Messias da Costa
2056,AC Ferraz; Francisco Miraglia Neto; Glaucius Oliva; João Grandino Rodas; Sonia Penin; Sylvio de Barros Sawaya; Wanderley Messias da Costa; Ruy Alberto Corrêa Altafim
2057,AC Ferraz; Francisco de Oliveira; Francisco Miraglia Neto; Glaucius Oliva; João Grandino Rodas; Ruy Alberto Corrêa Altafim; Sonia Penin; Sylvio de Barros Sawaya; Wanderley Messias da Costa
2058,Daniel Thomazini; Maria Virginia Gelfuso; Ruy Alberto Corrêa Altafim
2059,Ruy Alberto Corrêa Altafim; Rubens Angulo Filho
2060,Ruy Alberto Corrêa Altafim
2061,Jaqueline Godoy; Ruy Alberto Corrêa Altafim
2062,José Gilberto Armaroli; Ruy Alberto Corrêa Altafim
2063,Francisco Rolfsen Belda; Ruy Alberto Corrêa Altafim; Renata Pontin de Mattos Fortes
2064,Daniel Vidal; Ruy Alberto Corrêa Altafim
2065,Azauri Albano de Oliveira Júnior; Ruy Alberto Corrêa Altafim; José Carlos Sartori; Jorge Sebastião Canova
2066,Ruy Alberto Corrêa Altafim; Diógenes Pereira Gonzaga
2067,Daniel Vidal; Ruy Alberto Corrêa Altafim
2068,Luiz Gonçalves Junior; Ruy Alberto Corrêa Altafim; Claudio Vara de Aquino; Alexandre Piantini; André Luis Trevisan Nogueira
2069,Luiz Gonçalves Júnior; Ruy Alberto Corrêa Altafim; Claudio Vara de Aquino; Alexandre Piantini
2070,JFR Silva; RAC Altafim; CR Murakami; HC Basso; JC Sartori; RAP Altafim; A Silveira; C Calil Júnior; BS Bueno; W Hirakawa; C Itokazu; A Benvenuti; Rudolf Woschitz; Hans Michael Muhr; Christof Sumereder
2071,Anderson Marques de Santana; Ruy Alberto Corrêa Altafim; Adilson Gonzaga; Roberta Fernandes de Oliveira
2072,Anderson Marques de Santana; Roberta Fernandes de Oliveira; Ruy Alberto Corrêa Altafim; Adilson Gonzaga
2073,Anderson Marques de Santana; Roberta Fernandes de Oliveira; Ruy Alberto Corrêa Altafim; Adilson Gonzaga
2074,JFR Silva; Ruy Alberto Corrêa Altafim; Cacilda Ribeiro Murakami; Heitor Cury Basso; BS Bueno; José Carlos Sartori; Ruy Alberto Pisani Altafim; L Lima; A Silveira; W Hirakawa; C Itokazu; A Benvenuti
2075,Ruy Alberto Corrêa Altafim
2076,Alexandre Piantini; Jorge Mieczyslaw Janiszewski; Thaís Ohara de Carvalho; Acácio Silva Neto; Ruy Alberto Corrêa Altafim; Paulo Futoshi Obase
2077,Ruy Alberto Corrêa Altafim; José Francisco Resende da Silva; Diogenes Pereira Gonzaga; Cacilda Ribeiro Murakami; João Paulo Motta de Godoy; Heitor Cury Basso; Benedito de Souza Bueno; Carlito Calil Júnior; José Carlos Sartori; Ruy Alberto Pisani Altafim; Alex Silveira
2078,Anderson Marques de Santana; Ruy Alberto Corrêa Altafim; Adilson Gonzaga
2079,Marcos Ribeiro Costa; Ruy Alberto Corrêa Altafim; Alaide Pellegrini Mammana
2080,Marcos Ribeiro Costa; Ruy Alberto Corrêa Altafim; Alaide Pellegrini Mammana
2081,Claudio Vara de Aquino; Luiz Gonçalves Junior; Naasson Pereira de Alcântara Júnior; Ruy Alberto Corrêa Altafim
2082,Annete Silva Faesarella; Ruy Alberto Correa Altafim
2083,Marco Antonio Saidel; Luiz Claúdio Ribeiro Galvão; Eliane Ap Faria Amaral Fadigas; Octávio Ferreira Affonso; Miguel Bussolini; Ruy Alberto Altafim; Fabiana Ap de Toledo Silva; André Luiz Veiga Gimenes; Alberto Hernadez Neto; José Roberto Simões Moreira; Suani Teixeira Coelho; Roberto Zilles; Orlando Cristiano da Silva; Marcelo de Andrade Romero
2084,Alexandre Piantini; Thais Ohara; Acácio Silva Neto; Jorge Mieczyslaw Janiszewski; Ruy Alberto Corrêa Altafim
2085,Ronaldo Antonio Roncolatto; Alexandre Piantini; Thais Ohara; Acácio Silva Neto; Jorge Mieczyslaw Janiszewski; Ruy Alberto Corrêa Altafim
2086,Waldemir Rodrigues; Ruy Alberto Correa Altafim; Francisco Antonio Rocco Lahr
2087,Ruy Alberto Corrêa Altafim; Alexandre Menezes de Camargo; Clovis Yoshio Kodaira; Alexandre Piantini
2088,Ruy Alberto Corrêa Altafim; Alexandre Piantini; Rene Magalhães C Muniz; Alexandre M Camargo; José Carlos Sartori; Cesar Domingues; Acácio Silva Neto
2089,Ricardo Yamane; Ruy AC Altafim; Fumio Nakagawa
2090,R AC Altafim; CR Murakami; P SP Herrmann; JM Naime; PE Cruvinel; LP Cardoso
2091,Ruy Alberto Corrêa Altafim; Cacilda Ribeiro Murakami; PSP Hermann; JM Naime; PE Cruvinel; LP Cardoso
2092,Hamilton Carlos Ramos Pinto
2093,Rene M Corrêa Muniz; Ruy Alberto Correa Altafim
2094,Rene Magalhães C Muniz; Ruy Alberto Correa Altafim
2095,Alexandre Menezes de Camargo; Ruy Alberto Corrêa Altafim; Clovis Yoshio Kodaira; Alexandre Piantini
2096,Rogério José Ramos Moreira; Ruy Alberto Corrêa Altafim
2097,RMC Muniz; JRF Coimbra; Ruy Alberto Corrêa Altafim
2098,Marcos Rodrigues Costa; Ruy Alberto Corrêa Altafim
2099,Marcos R Costa; Ruy Alberto Corrêa Altafim; Alaide Pellegrini Mammana; Marcos Antonio Schreiner; Maria H Comerlato
2100,Waldemir Rodrigues; Ruy Alberto Corrêa Altafim
2101,Roberto Clarete Pessotta; José Carlos Felizatti; Ruy Alberto Corrêa Altafim
2102,Ruy Alberto Corrêa Altafim; Cacilda Ribeiro Murakami; Salvador Claro Neto; Luís Carlos Ribeiro de Araújo; Gilberto Orivaldo Chierice
2103,Ruy Alberto Corrêa Altafim; Calcida Ribeiro Murakami; S Claro Neto; LCR Araújo; Gilberto Orivaldo Chierice
2104,Cacilda Ribeiro Murakami; Ruy Alberto Corrêa Altafim; Luís Carlos Ribeiro de Araújo; Salvador Claro Neto; Gilberto Orivaldo Chierice
2105,Ruy Alberto Corrêa Altafim; Cacilda Ribeiro Murakami; Salvador Claro Neto; Luís Carlos Ribeiro de Araújo; Gilberto Orivaldo Chierice
2106,AS Faesarella; Ruy Alberto Corrêa Altafim; JS Canova
2107,Marcos R Costa; Marcos Antonio Schreiner; Marcos Henrique Mamoru Otsuka Hamanaka; Alaide Pellegrini Mammana; Ruy Alberto Corrêa Altafim
2108,Marcos Rodrigues Costa; Ruy Alberto Corrêa Altafim; Alaide Pellegrini Mammana
2109,Ruy Alberto Corrêa Altafim
2110,Ladislau Marcelino Rabello; Paulo Estevão Crunivel; Ruy Alberto Corrêa Altafim
2111,Ruy Alberto Corrêa Altafim; Fumio Nakagawa; Ivênio de Souza
2112,Roberto Clarete Pessotta; José Carlos Felizatti; Ruy Alberto Corrêa Altafim
2113,AH Umino; Ruy Alberto Corrêa Altafim
2114,Marcos Rodrigues Costa; Ruy Alberto Corrêa Altafim; Alaide Pellegrini Mammana; Marcos Antonio Schreiner; Marcos Henrique Mamoru Otsuka Hamanaka
2115,Ruy AC Altafim; Jorge S Canova; Paulo Veronese; José Sartori; Azauri A Oliveira Jr
2116,Luiz Eduardo Joaquim
2117,Jose Kendi Fujiwara; Ruy Alberto Corrêa Altafim
2118,AH Umino; Ruy Alberto Corrêa Altafim
2119,JS Canova; Ruy Alberto Corrêa Altafim
2120,Ruy Alberto Corrêa Altafim; Luíz Eduardo Joaquim
2121,Marcos Rodrigues Costa; Ruy Alberto Corrêa Altafim
2122,JS Canova; Ruy Alberto Corrêa Altafim
2123,Ruy Alberto Corrêa Altafim
2124,AH Umino; Ruy Alberto Corrêa Altafim
2125,CC Matsuo; T Hikita; AT Natsume; Ruy Alberto Corrêa Altafim
2126,Ruy Alberto Corrêa Altafim; Alberto Bianchi Junior; Aderbal de Arruda Penteado Jr
2127,Ruy Alberto Corrêa Altafim; Moacyr Martucci Júnior; Neide Maria Bertoldi Franco; AR Camargo; Annie France Frère Slaets; Edson Gesualdo; Murilo Tadeu Werneck Fagá; José Alberto Giacometti; Artur de Jesus Motheo; Marcius Fantozzi Giorgetti
2128,Ruy Alberto Corrêa Altafim; Alberto Bianchi Junior; Aderbal de Arruda Penteado Jr
2129,Ken L Stricklett; Ruy Alberto Corrêa Altafim
2130,Ruy Alberto Correa Altafim
2131,Ruy Alberto Corrêa Altafim; Aderbal de Arruda Penteado Jr; Jorge Mieczyslaw Janiszewski; BA Gomes
2132,JS Canova; Ruy Alberto Corrêa Altafim
2133,RS Benachio; MR Costa; Ruy Alberto Corrêa Altafim
2134,Annete Silva Faesarella
2135,BA Gomez; Ruy Alberto Corrêa Altafim; AT Natsume
2136,Jorge Mieczyslaw Janiszewski; Aderbal de Arruda Penteado Jr; Ruy Alberto Corrêa Altafim; BA Gomes
2137,Ruy Alberto Corrêa Altafim
2138,Ruy Alberto Corrêa Altafim; MF Silva
2139,Angelo Cesar Colombini; Ruy Alberto Corrêa Altafim
2140,Jorge Mieczyslaw Janiszewsk; José Alberto Giacometti; Ruy Alberto Correa Altafim
2141,Ruy Alberto Corrêa Altafim; José Alberto Giacometti; Jorge Mieczyslaw Janiszewski; Francisco Hirakazu Kameyama
2142,R Turazzi; GA Silva; Ruy Alberto Corrêa Altafim
2143,Benigno Alonso Gomes; Ruy Alberto Corrêa Altafim
2144,Ruy Alberto Corrêa Altafim; Jorge Mieczyslaw Janiszewski; José Alberto Giacometti
2145,A Olivari; Ruy Alberto Corrêa Altafim
2146,VR Goncalves; Ruy Alberto Corrêa Altafim
2147,VAA Nunes; Ruy Alberto Corrêa Altafim
2148,AA Figueiredo; Ruy Alberto Corrêa Altafim; MF Silva
2149,Ruy Alberto Corrêa Altafim; Jorge Mieczyslaw Janiszewski; José Alberto Giacometti
2150,FK Moraes; Ruy Alberto Corrêa Altafim
2151,Ruy Alberto Corrêa Altafim; Jorge Mieczyslaw Janiszewski
2152,Ruy Alberto Corrêa Altafim; José Alberto Giacometti; Jorge Mieczyslaw Janiszewski
2153,C Kodaira; Ruy Alberto Corrêa Altafim
2154,Ruy Alberto Corrêa Altafim; Jorge Mieczyslaw Janiszewski
2155,Francisco Hirakazu Kameyama; Ruy Alberto Corrêa Altafim
2156,PT Matsuno; Ruy Alberto Corrêa Altafim
2157,E Martins; JK Fujiwara; Ruy Alberto Corrêa Altafim
2158,Ruy Alberto Corrêa Altafim
2159,DM Leite; C Kameyama; S Yamazaki; CA Camargo; Ruy Alberto Corrêa Altafim
2160,Ruy Alberto Corrêa Altafim; OS Donaires
2161,Hélio Nório Kitaguti; Edson Massatoshi Syguedomi; Ruy Alberto Corrêa Altafim
2162,Luiz Yoshio Enomoto; Edson Martins; Ruy Alberto Corrêa Altafim
2163,Haroldo Arakaki; Lineu Ideu Ikeda; Altair de Cássio Sanches; Ruy Alberto Corrêa Altafim
2164,DP Guerrini; Ruy Alberto Corrêa Altafim
2165,Erich Antonio Maretto; Ruy Alberto Corrêa Altafim
2166,Ruy Alberto Corrêa Altafim
2167,Carlos Augusto Nunes Camargo; Ruy Alberto Corrêa Altafim
2168,Edson Masato Kemura; Ruy Alberto Corrêa Altafim
2169,Ruy Alberto Corrêa Altafim; Otto Alfredo Rehder
2170,Igor Nazareno Soares; Ruy Alberto Corrêa Altafim; Ruy Alberto Pisani Altafim; Mario Masahiro Tokoro
2171,MMAC Moreira; G Ginja; DCM Pereira; IN Soares; FSI Sousa; TM Nordi; RAP Altafim; RAC Altafim; AAG Siqueira; JP Carmo
2172,Jeferson Auto da Cruz; Heitor Cury Basso; Daniel Rodrigo Falconi; Ruy Alberto Corrêa Altafim
2173,Yuri AO Assagra; Ruy AP Altafim; João P do Carmo; Ruy AC Altafim; Dmitry Rychkov; Werner Wirges; Reimund Gerhard
2174,Edward Cherney; Shesha Jayaram; Giovanni Mazzanti; Reuben Hackam; Yoshimichi Ohki; Raji Sundararajan; Huseyin Hiziroglu; Yingli Wen; Paul Gaberson; Montgomery Shaw; Yang Cao; Ayman El-Hag; Bezad Kordi; Bill Chisholm; Refat Ghunem; Eric David; Saeed Ul Haq; Bill McDermid; Issouf Fofana; Michal Duval; Jocelyn Jalbert; Waldemar Ziomek; Michel Frechette; Andrea Cavallini; Gian Carlo Montanari; Frank Mauseth; Davide Fabiani; Andrej Krivda; Jerome Castellon; George Chen; Francesco Guastavino; Guillermo Robles; Abder Beroual; Jacek Wankowicz; Michael Wubbenhorst; Virginie Griseri; Alfredo Ortiz Fernandez; Marek Florkowski; Juan Carcedo; Thomas Andritsch; Petru Notingher; Massimo Marzinotto; Yuriy Serdyuk; Thierry Paillat; Massimo Pompili; Christian Laurent; Len Dissado; Pawel Rozga; Christian Frank; Fermin Espino-Cortes; Ruy Altafim; Luiz Meyer; Ivan Lopes; Isaias Ramirez Vazquez; Dan Martin; Toshikatsu Tanaka; Biswendu Chatterjee; Kai Wu; CC Reddy; Toan Phung; Tao Shao; Tadeusz Czaszejko; Pingkai Jiang; Xingyi Huang; Jinliang He; Akiko Kmada; Youping Tu; Peter Morshuis; Brian Stewart; Hulya Kirkici; Simon Rowland
2175,R Hackam; S Gubanski; E David; A van Roggen; Y Ohki; RAC Altafim; A Beroual
2176,ALR SILVA
2177,José Francisco Resende da Silva; Ruy Alberto Correa Altafim; Cacilda Ribeiro Murakami; Heitor Basso; Carlito Calil Jr; Ruy Alberto Pisani Altafim; Clarice Itokazu; Armando Benvenuti; Raymond Woschitz
2178,SM Ale-Emran; K Alewine; Z Alip; RAC Altafim; RAP Altafim; P Amaro; PS Amaro; N Amyot; D Antoniou; A Anwar
2179,Ruy Alberto Corrêa Altafim; Cacilda Ribeiro Murakami; Salvador Claro Neto; Luiz Carlos Ribeiro Araújo; Gilberto Orivaldo Chierice
2180,Ruy Alberto Corrêa Altafim; Cacilda Ribeiro Murakami; Salvador Claro Neto; Luiz Carlos Ribeiro Araújo; Gilberto Orivaldo Chierice
2181,Tiago Maritan U De Araújo; Felipe LS Ferreira; Danilo ANS Silva; Leonardo D Oliveira; Eduardo L Falcão; Leonardo A Domingues; Vandhuy F Martins; Igor AC Portela; Yurika S Nóbrega; Hozana RG Lima; Guido L Souza Filho; Tatiana A Tavares; Alexandre N Duarte
2182,Virginia P Campos; Tiago MU de Araújo; Guido L de Souza Filho; Luiz MG Gonçalves
2183,Carlos Eduardo Coelho Freire Batista; Tiago Maritan Ugulino de Araújo; Derzu Omaia; Thiago Curvelo dos Anjos; Giuliano Maia Lins de Castro; Francisco Vilar Brasileiro; Guido Lemos de Souza Filho
2184,Manuella ACB Lima; Tiago MU de Araújo; Erickson S de Oliveira
2185,Tiago Maritan Ugulino de Araújo
2186,Tiago Maritan Ugulino de Araújo; Felipe Lacet Silva Ferreira; Danilo Assis Nobre dos Santos Silva; Felipe Hermínio Lemos; Gutenberg Pessoa Neto; Derzu Omaia; Guido Lemos de Souza Filho; Tatiana Aires Tavares
2187,Tiago Araújo; Lígia Silva; Adriano Moreira
2188,Tiago Araújo; Lígia Silva; Ana Aguiar; Adriano Moreira
2189,Luana Silva Reis; Tiago Maritan U de Araújo; Maria Dayane F Cirino Lima; Angelina S da Silva Sales; Yuska Paola Costa Aguiar
2190,Virgínia P Campos; Luiz MG Gonçalves; Wesnydy L Ribeiro; Tiago MU Araújo; Thaís G Do Rego; Pedro HV Figueiredo; Suanny FS Vieira; Thiago FS Costa; Caio C Moraes; Alexandre CS Cruz; Felipe A Araújo; Guido L Souza Filho
2191,Virginia Pinto Campos; Tiago Maritan U de Araújo; Guido L de Souza Filho
2192,Luana Silva Reis; Tiago Maritan Ugulino de Araújo; Yuska Paola Costa Aguiar; Manuella Aschoff Cavalcanti Brandão Lima
2193,Rostand EO Costa; Tiago MU de Araújo; Manuella ACB Lima; Vinícius M Veríssimo; Renan S de Andrade; Suanny F Vieira; Alexandre Santos; Guido L Souza Filho; Marília K Soares; Vitor Hanael
2194,Tiago Maritan Ugulino de Araújo; Lisieux Marie MS Andrade; Carlos Magno; Lucídio dos Anjos Formiga Cabral; Roberto Quirino do Nascimento; Cláudio N Meneses
2195,Luana Silva Reis; Tiago Maritan U de Araújo; Yuska PC Aguiar; MAC Lima; Angelina S da Silva Sales
2196,Virginia Pinto Campos; Luiz Marcos G Goncalves; Tiago Maritan U de Araujo
2197,Leonardo A Domingues; Virgínia P Campos; Tiago MU Araújo; Guido L de S. Filho
2198,Felipe Lacet S Ferreira; Felipe H Lemos; Gutenberg PB Neto; Tiago MU de Araujo; Guido L de_S Filho
2199,Tiago Maritan Ugulino De Araujo; Eduardo Ribas Pinto; José Antônio Gomes De Lima; Leonardo Vidal Batista
2200,Diego RB da Silva; Tiago Maritan U de Araújo; Thaís Gaudencio do Rêgo; Manuella Aschoff Cavalcanti Brandão; Luiz Marcos Garcia Gonçalves
2201,Lílian das Mercês Salvador; Tiago Maritan Ugulino de Araújo
2202,Tiago Araújo; Ana Silva; Pedro Laranjo; Yulia Shigaeva; Teresa Bernardo; Ana Santos e Silva
