id,nome_lutador,apelido,sexo,categoria,win,lose,draw,precisao_striking,sig_pe_str,sig_clinch_str,sig_solo_str,method_ko_tko,method_dec,method_fin,golpes_sig_conectados,golpes_sig_absorvidos,media_quedas,media_fin,defesa_golpes_sig,defesa_quedas,media_knockdowns,tempo_medio,sig_head_str,sig_body_str,sig_leg_str,idade_lutador,altura_lutador,peso_lutador,link_corpo,link_rosto
58,alexia thainara,Burguesinha,F,Peso-palha feminino,12,1,0,0.41,0.89,0.04,0.06,0.08,0.33,0.58,5.73,2.82,3.07,2.3,0.7,0.0,0.0,586,0.52,0.24,0.36,29,64.0,116.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/THAINARA_ALEXIA_L_09-24.png?itok=rgLIeC_9,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/THAINARA_ALEXIA_03-22.png?itok=CS1CMptS
59,josias musasa,The KO Wizard,M,Peso-galo,8,1,0,0.44,0.63,0.32,0.05,0.88,0.13,0.0,3.45,4.6,0.82,0.82,0.29,0.78,0.0,548,0.31,0.18,0.14,26,68.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/MUSASA_JOSIAS_L.png?itok=knuDcZZz,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/MUSASA_JOSIAS_03-15.png?itok=fSo-XHEY
60,rolando bedoya,,M,Peso-leve,14,4,0,0.49,0.93,0.07,0.0,0.29,0.5,0.21,7.29,6.38,0.0,0.0,0.53,0.33,0.0,900,1.68,0.52,1.08,27,71.0,163.6,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/BEDOYA_ROLANDO_L_05-06.png?itok=Jt4QJpSv,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2024-08/BEDOYA_ROLANDO_08-03.png?itok=gnYfJUUw
61,luana carolina,Dread,F,Peso-galo feminino,11,4,0,0.51,0.69,0.23,0.08,0.27,0.64,0.09,4.81,3.54,0.34,0.56,0.51,0.74,0.11,799,3.39,2.01,1.01,32,66.0,146.7,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/CAROLINA_LUANA_L_07-20.png?itok=UTl7bmni,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-02/CAROLINA_LUANA_03-01.png?itok=hSLqBHH-
62,magomed ankalaev,,M,Peso meio-pesado,21,1,1,0.53,0.71,0.11,0.19,0.52,0.48,0.0,3.66,2.46,0.8,0.0,0.57,0.88,0.56,751,3.83,1.86,1.17,33,75.0,205.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/ANKALAEV_MAGOMED_L_BELTMOCK.png?itok=C-_QKPVT,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/ANKALAEV_MAGOMED_BELTMOCK.png?itok=m5badZ_v
63,merab dvalishvili,The Machine,M,Peso-galo,20,4,0,0.42,0.6,0.15,0.25,0.15,0.75,0.1,4.31,2.48,5.84,0.3,0.56,0.83,0.06,996,6.89,1.94,1.91,34,66.0,134.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-06/DVALISHVILI_MERAB_L_BELT_06-07.png?itok=JlIVGmN1,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-06/DVALISHVILI_MERAB_BELT_06-07.png?itok=oab4NJJS
64,jiri prochazka,,M,Peso meio-pesado,31,5,1,0.56,0.76,0.07,0.18,0.87,0.03,0.1,5.74,5.7,0.6,0.2,0.43,0.68,0.79,647,3.47,0.64,0.22,32,75.0,204.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/7/PROCHAZKA_JIRI_L_01-18.png?itok=G2utkkFt,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-01/7/PROCHAZKA_JIRI_01-18.png?itok=KBCKZy93
65,patchy mix,No Love,M,Peso-galo,20,2,0,0.4,0.97,0.03,0.0,0.1,0.25,0.65,8.13,11.53,0.0,0.0,0.43,0.0,0.0,900,0.92,0.14,0.16,31,68.0,135.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-06/MIX_PATCHY_R_06-07.png?itok=W0j3QJv0,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-06/MIX_PATCHY_06-07.png?itok=_mCG5Lcw
66,abus magomedov,,M,Peso-médio,28,6,1,0.48,0.89,0.03,0.07,0.5,0.25,0.25,3.21,3.68,2.65,0.22,0.56,1.0,0.22,679,1.24,0.65,0.29,34,74.0,185.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/MAGOMEDOV_ABUS_L_10-26.png?itok=Cv9r4yLi,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/MAGOMEDOV_ABUS_04-26.png?itok=-lvcH8kQ
67,ateba gautier,The Silent Assassin,M,Peso-médio,8,1,0,0.62,0.56,0.15,0.29,0.88,0.13,0.0,6.93,2.19,0.0,0.0,0.52,0.91,3.28,274,0.81,0.13,0.01,23,76.0,185.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-07/GAUTIER_ATEBA_L_07-19.png?itok=tQw4jZcm,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-07/GAUTIER_ATEBA_07-19.png?itok=Rh1E3qnU
68,edmen shahbazyan,The Golden Boy,M,Peso-médio,15,5,0,0.49,0.65,0.17,0.19,0.8,0.13,0.07,3.74,3.62,1.69,0.42,0.49,0.66,0.99,456,2.69,1.0,0.29,27,74.5,185.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-06/SHAHBAZYAN_EDMEN_L_06-14.png?itok=7TC4RoXS,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-06/SHAHBAZYAN_EDMEN_06-14.png?itok=S6cbsroV
69,veronica hardy,,F,Peso-mosca feminino,9,5,1,0.45,0.74,0.13,0.13,0.11,0.67,0.22,3.12,3.48,0.93,0.27,0.49,0.56,0.0,749,2.24,0.69,0.58,29,64.0,125.8,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/HARDY_VERONICA_L_11-16.png?itok=puItnIBK,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2024-11/HARDY_VERONICA_11-16.png?itok=s-fJrCjH
70,chris gutierrez,El Guapo,M,Peso-galo,22,5,2,0.59,0.95,0.02,0.03,0.41,0.55,0.05,4.59,2.65,0.24,0.08,0.63,0.7,0.48,807,3.21,1.01,4.42,34,69.0,146.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/GUTIERREZ_CHRIS_L_04-26.png?itok=rMaswu70,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/GUTIERREZ_CHRIS_04-26.png?itok=73KJwYxa
71,macy chiasson,,F,Peso-galo feminino,11,4,0,0.46,0.5,0.29,0.22,0.36,0.36,0.27,3.49,2.68,2.08,0.37,0.45,0.71,0.24,614,2.39,1.44,0.45,34,71.0,144.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/CHIASSON_MACY_L_06-29.png?itok=tV3LnpiY,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/CHIASSON_MACY_05-31.png?itok=0UQLQNWl
72,alex pereira,Poatan,M,Peso meio-pesado,12,3,0,0.62,0.84,0.11,0.05,0.83,0.17,0.0,5.0,3.5,0.11,0.23,0.54,0.79,0.8,717,3.02,1.76,1.79,38,76.0,205.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/PEREIRA_ALEX_L.png?itok=oKvyKasX,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/PEREIRA_ALEX.png?itok=q2kEeSIL
73,cory sandhagen,,M,Peso-galo,18,5,0,0.45,0.82,0.03,0.15,0.44,0.39,0.17,5.06,3.34,1.28,0.29,0.57,0.63,0.29,842,6.96,1.6,2.08,33,71.0,135.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/SANDHAGEN_CORY_L_05-03.png?itok=RDFy2Juv,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/SANDHAGEN_CORY_05-03.png?itok=fTsck543
74,khalil rountree jr.,,M,Peso meio-pesado,15,6,0,0.41,0.9,0.05,0.04,0.67,0.33,0.0,3.79,4.24,0.0,0.09,0.5,0.59,1.3,572,3.31,1.5,1.33,35,73.0,206.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/ROUNTREE_KHALIL_L_12-09.png?itok=Gvj8snG1,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-06/ROUNTREE_KHALIL_06-21.png?itok=KxfxsIBs
75,joe pyfer,Bodybagz,M,Peso-médio,14,3,0,0.43,0.91,0.02,0.07,0.64,0.14,0.21,3.74,3.2,1.35,0.68,0.55,0.6,1.13,500,1.62,0.61,0.26,28,74.0,185.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/PYFER_JOE_L_06-29.png?itok=y6A9VHvR,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-06/PYFER_JOE_06-07.png?itok=KyEJLPBV
76,ozzy diaz,,M,Peso-médio,10,3,0,0.5,0.97,0.03,0.0,0.78,0.0,0.22,6.44,7.23,0.0,0.0,0.59,0.5,0.0,481,1.31,0.16,0.08,34,76.0,185.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/1/DIAZ_OZZY_L_CS.png?itok=zi7KEQnv,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/DIAZ_OZZY_03-08.png?itok=YMTftzjz
77,andre muniz,Sergipano,M,Peso-médio,24,7,0,0.5,0.8,0.05,0.15,0.17,0.21,0.63,2.04,2.33,4.02,1.19,0.51,0.36,0.0,549,1.33,0.38,0.34,35,73.0,185.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/MUNIZ_ANDRE_L_12-09.png?itok=syX3BZzF,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-04/MUNIZ_ANDRE_04-26.png?itok=tw2LTnDx
78,brogan walker,Brogie The Bear,F,Peso-mosca feminino,8,4,0,0.31,0.85,0.14,0.02,0.0,0.88,0.13,2.04,3.7,0.0,0.0,0.47,0.11,0.0,869,0.22,0.18,0.19,35,64.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/WALKER_BROGAN_L_04-22.png?itok=fNeVAC6m,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2023-04/WALKER_BROGAN_04-22.png?itok=S7ZXcwYR
79,farid basharat,Ferocious,M,Peso-galo,13,0,0,0.55,0.67,0.03,0.3,0.08,0.46,0.46,4.36,2.57,3.97,0.47,0.6,0.8,0.0,771,1.74,0.51,0.55,28,68.0,137.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/BASHARAT_FARID_L_10-26.png?itok=ilnZqEXO,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2024-10/2/BASHARAT_FARID_10-26.png?itok=CEKZXxhM
80,yana santos,,F,Peso-galo feminino,16,8,0,0.59,0.58,0.37,0.06,0.44,0.5,0.06,4.42,3.07,0.87,0.11,0.53,0.54,0.11,756,1.98,2.48,1.66,35,66.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/SANTOS_YANA_L_05-03.png?itok=pUyOVVFm,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/SANTOS_YANA_05-03.png?itok=hjI2hpJH
81,charles oliveira,Do Bronxs,M,Peso-leve,35,11,0,0.55,0.59,0.19,0.22,0.29,0.11,0.6,3.41,3.26,2.23,2.63,0.49,0.56,0.46,450,5.24,2.36,1.33,35,70.0,154.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/OLIVEIRA_CHARLES_L_11-16.png?itok=5vRbZ9-I,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-06/OLIVEIRA_CHARLES_06-28.png?itok=lv7w2AcD
82,deiveson figueiredo,Deus da Guerra,M,Peso-galo,24,5,1,0.54,0.75,0.08,0.18,0.38,0.25,0.38,2.82,3.64,1.69,1.37,0.49,0.58,0.75,758,4.21,1.84,0.73,37,65.0,135.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/FIGUEIREDO_DEIVESON_L_04-13.png?itok=dSIrf6wk,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/FIGUEIREDO_DEIVESON_05-03.png?itok=ppfnR2Ak
83,vicente luque,The Silent Assassin,M,Peso Meio-Médio,23,11,1,0.52,0.88,0.06,0.06,0.48,0.13,0.39,5.02,5.25,0.97,0.69,0.52,0.62,0.69,568,6.65,1.46,2.82,33,71.0,170.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-06/LUQUE_VICENTE_L_06-07.png?itok=Lfw8axGU,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-06/LUQUE_VICENTE_06-07.png?itok=pI5zUxIB
84,vitor petrino,,M,Peso-pesado,12,2,0,0.45,0.78,0.01,0.21,0.58,0.25,0.17,2.72,2.6,3.25,0.96,0.47,0.71,0.38,588,1.53,0.38,0.22,27,74.0,249.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-07/PETRINO_VITOR_L_07-12.png?itok=ZZcR6WhK,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-07/PETRINO_VITOR_07-12.png?itok=6qFLSFo5
85,jafel filho,,M,Peso-mosca,16,4,0,0.42,0.62,0.07,0.31,0.31,0.06,0.63,1.92,1.63,2.45,2.15,0.48,0.67,0.31,587,0.55,0.24,0.15,32,67.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/FILHO_JAFEL_L_05-31.png?itok=lBoEycF-,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/FILHO_JAFEL_05-31.png?itok=hafCiGGX
86,jhonata diniz,,M,Peso-pesado,9,1,0,0.57,0.94,0.03,0.03,0.78,0.22,0.0,4.58,3.71,0.0,0.0,0.6,0.78,0.89,605,1.75,0.13,0.43,34,76.0,257.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-06/DINIZ_JHONATA_L_06-28.png?itok=0fMTtrVy,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-06/DINIZ_JHONATA_06-28.png?itok=EY_Rv4J8
87,lucas rocha,Fenomeno,M,Peso-mosca,17,2,0,0.45,0.76,0.12,0.12,0.59,0.18,0.24,2.0,4.48,0.0,0.0,0.4,0.61,1.2,375,0.16,0.07,0.02,24,63.0,125.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/ROCHA_LUCAS_L_10-12.png?itok=l4o2nBRD,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2024-10/ROCHA_LUCAS_10-12.png?itok=xmCBN59N
88,julia polastri,Psycho,F,Peso-palha feminino,13,5,0,0.55,0.77,0.12,0.11,0.31,0.46,0.23,5.62,5.37,0.87,0.43,0.56,0.58,0.0,829,2.39,0.99,0.5,27,62.0,116.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/POLASTRI_JULIA_L_10-12.png?itok=y7ROGwo2,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2024-10/POLASTRI_JULIA_10-12.png?itok=HcJgBk8e
89,rafael fiziev,Ataman,M,Peso-leve,13,4,0,0.52,0.87,0.11,0.02,0.62,0.31,0.08,4.77,4.77,0.89,0.0,0.51,0.9,0.22,737,2.83,2.59,1.03,32,68.0,155.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-06/FIZIEV_RAFAEL_L_06-21.png?itok=S5eD7pfS,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-06/FIZIEV_RAFAEL_06-21.png?itok=9mca306v
90,montel jackson,Quik,M,Peso-galo,16,2,0,0.53,0.53,0.26,0.21,0.5,0.44,0.06,3.22,1.39,3.24,0.36,0.63,0.68,1.56,624,2.94,0.76,0.32,33,70.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/JACKSON_MONTEL_L_05-03.png?itok=oeAXqIz_,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/JACKSON_MONTEL_05-03.png?itok=I1uf2rtj
91,santiago ponzinibbio,Argentine Dagger,M,Peso Meio-Médio,31,9,0,0.42,0.95,0.02,0.03,0.55,0.26,0.19,4.78,4.68,0.6,0.0,0.62,0.71,0.73,680,7.65,1.36,1.82,38,72.0,170.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/PONZINIBBIO_SANTIAGO_L_05-03.png?itok=r1sTinEf,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/PONZINIBBIO_SANTIAGO_05-03.png?itok=R-2iIwPS
92,thomas petersen,The Train,M,Peso-pesado,10,3,0,0.6,0.73,0.05,0.21,0.7,0.2,0.1,3.74,2.94,4.42,0.55,0.58,1.0,0.0,652,1.37,0.51,0.15,30,73.0,250.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/PETERSEN_THOMAS_L_05-03.png?itok=qbZkZ7FW,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/PETERSEN_THOMAS_05-03.png?itok=fHJZMAk7
93,clayton carpenter,,M,Peso-mosca,8,1,0,0.55,0.66,0.06,0.28,0.25,0.25,0.5,3.91,2.75,2.23,1.48,0.55,0.43,0.0,606,0.97,0.2,0.41,28,66.0,125.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/6/CARPENTER_CLAYTON_L_10-12.png?itok=fC38Dz11,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-01/4/CARPENTER_CLAYTON_01-18.png?itok=nLMhj_zk
94,mario pinto,,M,Peso-pesado,10,0,0,0.71,0.85,0.04,0.11,0.6,0.3,0.1,3.67,5.29,0.0,0.0,0.52,1.0,4.07,221,0.18,0.02,0.07,26,78.0,246.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/PINTO_MARIO_R_10-08.png?itok=xqtri0k4,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-02/PINTO_MARIO_03-01.png?itok=uJTNQplU
95,stewart nicoll,Kakamora,M,Peso-mosca,8,1,0,0.47,0.25,0.0,0.75,0.5,0.13,0.38,3.02,1.13,5.66,0.0,0.4,0.0,0.0,159,0.04,0.02,0.02,30,65.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/NICOLL_STEWART_L_08-17.png?itok=jEXl71v-,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2024-08/NICOLL_STEWART_08-17.png?itok=M-zmXqdL
96,karolina kowalkiewicz,,F,Peso-palha feminino,16,9,0,0.43,0.78,0.19,0.03,0.06,0.75,0.19,5.54,5.51,0.31,0.19,0.58,0.75,0.0,795,8.28,3.34,1.6,39,63.0,115.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/KOWALKIEWICZ_KAROLINA_L_11-09.png?itok=01TbB4x9,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2024-11/KOWALKIEWICZ_KAROLINA_11-09.png?itok=454tOwZi
97,reinier de ridder,RdR,M,Peso-médio,21,2,0,0.53,0.68,0.19,0.12,0.24,0.14,0.62,2.95,2.44,2.86,0.64,0.5,0.67,0.64,707,0.8,0.5,0.09,34,76.0,186.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/DE_RIDDER_REINIER_L_05-03.png?itok=nyWvBtyQ,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-07/DE-RIDDER_REINIER_07-26.png?itok=e7mvVwi3
98,kevin holland,Trailblazer,M,Peso Meio-Médio,28,14,0,0.5,0.76,0.13,0.12,0.5,0.18,0.32,4.3,3.22,0.82,0.56,0.5,0.55,0.36,629,6.98,2.42,3.23,32,75.0,170.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-07/HOLLAND_KEVIN_L_07-19.png?itok=nH8QxUeu,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-07/HOLLAND_KEVIN_07-19.png?itok=uKoM13wL
99,manon fiorot,The Beast,F,Peso-mosca feminino,12,2,0,0.54,0.86,0.08,0.07,0.5,0.31,0.19,4.73,3.28,1.29,0.54,0.5,0.61,0.11,761,2.5,2.06,2.03,35,67.0,125.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/FIOROT_MANON_L_3-30.png?itok=kpWZEYu7,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/FIOROT_MANON_05-10.png?itok=m7i1kDfJ
100,bruno silva,Bulldog,M,Peso-mosca,14,7,2,0.5,0.81,0.07,0.12,0.43,0.29,0.29,3.83,4.81,1.79,0.16,0.5,0.6,0.98,615,1.96,0.8,0.77,35,64.0,125.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-06/SILVA_BRUNO_L_06-07.png?itok=TEQv8dDt,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-06/SILVA_BRUNO_06-07.png?itok=Mxp5A095
101,marlon vera,Chito,M,Peso-galo,23,10,1,0.49,0.79,0.1,0.11,0.35,0.22,0.43,4.27,5.37,0.51,0.83,0.5,0.73,0.56,809,7.45,2.94,3.43,32,68.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/VERA_MARLON_L_08-03.png?itok=ys9RC6Ml,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-01/5/VERA_MARLON_08-03.png?itok=aR6PJYgH
102,danny barlow,LeftHand2God,M,Peso-médio,9,1,0,0.51,0.92,0.04,0.03,0.63,0.25,0.13,5.62,3.7,0.0,0.0,0.51,1.0,0.49,462,1.21,0.28,0.24,30,74.0,170.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/BARLOW_DANNY_L_03-01.png?itok=6_KS8rqy,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-02/BARLOW_DANNY_03-01.png?itok=5EEgcVEX
103,azamat bekoev,Iron,M,Peso-médio,20,3,0,0.61,0.45,0.11,0.43,0.4,0.2,0.4,7.59,4.48,2.59,0.0,0.47,1.0,5.17,174,0.37,0.05,0.02,29,72.0,185.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/BEKOEV_AZAMAT_L_01-18.png?itok=VhiMNABy,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/BEKOEV_AZAMAT.png?itok=BZGovwPG
104,stephanie luciano,Rondinha,F,Peso-palha feminino,6,2,1,0.42,0.87,0.08,0.05,0.33,0.67,0.0,5.36,3.38,0.67,0.0,0.61,0.81,0.33,900,1.61,0.52,0.28,25,66.0,116.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/LUCIANO_STEPHANIE_L_03-15.png?itok=kGn28GiK,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/LUCIANO_STEPHANIE_03-15.png?itok=pDJ2RHH_
105,anthony hernandez,Fluffy,M,Peso-médio,15,2,0,0.63,0.44,0.14,0.42,0.2,0.2,0.6,4.59,2.53,6.46,1.79,0.5,0.68,0.12,627,4.79,0.63,0.33,31,72.0,186.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/HERNANDEZ_ANTHONY_L_10-19.png?itok=0vImhVP7,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-08/HERNANDEZ_ANTHONY_08-09.png?itok=Uu5CZFtb
106,mike malott,Proper,M,Peso Meio-Médio,12,2,1,0.48,0.8,0.04,0.15,0.42,0.08,0.5,4.09,2.96,2.08,0.69,0.55,0.17,0.69,487,1.51,0.58,0.56,33,73.0,171.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/MALOTT_MIKE_L_05-10.png?itok=bZIcafeV,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/MALOTT_MIKE_05-10.png?itok=C6B2d8Xk
107,jasmine jasudavicius,,F,Peso-mosca feminino,14,3,0,0.46,0.63,0.12,0.26,0.14,0.57,0.29,3.71,3.63,2.61,0.6,0.51,0.75,0.1,815,3.88,1.27,0.4,36,67.0,124.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/JASUDAVICIUS_JASMINE_L_02-01.png?itok=yMtiWJ93,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/JASUDAVICIUS_JASMINE_05-10.png?itok=O5t20LFY
108,hyunsung park,Peace of Mind,M,Peso-mosca,10,1,0,0.46,0.77,0.08,0.15,0.4,0.1,0.5,3.66,2.94,1.59,2.39,0.6,0.5,0.8,377,0.84,0.19,0.35,29,67.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/PARK_HYUNSUNG_L_05-17.png?itok=aNNUQeFM,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-07/PARK_HYUNSUNG_08-02.png?itok=ZbMNj7-r
109,aiemann zahabi,,M,Peso-galo,13,2,0,0.47,0.89,0.04,0.07,0.46,0.38,0.15,4.42,4.13,0.14,0.0,0.7,0.84,0.42,707,3.5,0.71,0.48,37,68.0,142.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/ZAHABI_AIEMANN_L_11-02.png?itok=qv06mUW9,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-05/ZAHABI_AIEMANN_05-10.png?itok=ssM0vS0u
110,djorden santos,Shakur,M,Peso-médio,10,2,0,0.43,0.95,0.04,0.0,0.3,0.3,0.4,7.2,5.87,1.0,0.0,0.49,0.87,0.0,900,1.84,0.19,0.13,27,72.0,185.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/SANTOS_DJORDEN_L_03-08.png?itok=BFNsERdF,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-03/SANTOS_DJORDEN_03-08.png?itok=ytceM3Ej
111,yousri belgaroui,,M,Peso-médio,1,1,0,0.61,0.81,0.19,0.0,0.0,0.0,0.0,4.43,2.65,0.0,0.0,0.58,0.82,0.54,827,0.67,0.36,0.19,33,0.0,186.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-07/BELGAROUI_YOUSRI_L_08-29.png?itok=Af23pEu-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTW734W8l_2Kc-8YlsF-GSBf-2UTEBO36LWfQ&s
112,ravena oliveira,Kenoudy,F,Peso-palha feminino,7,2,1,0.48,0.87,0.13,0.0,0.4,0.5,0.1,1.0,1.2,2.0,0.0,0.49,0.63,0.0,900,0.1,0.03,0.02,28,65.0,133.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-10/OLIVEIRA_RAVENA_R_10-14.png?itok=Ud064QLf,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2023-10/OLIVEIRA_RAVENA_10-14.png?itok=jDkpMxWn
113,tom aspinall,,M,Peso-pesado,15,3,0,0.67,0.55,0.11,0.34,0.8,0.0,0.2,8.07,2.89,3.27,1.63,0.65,1.0,4.09,122,1.05,0.18,0.25,32,77.0,255.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/ASPINALL_TOM_BELT_L_07-27.png?itok=es86FDim,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-01/5/ASPINALL_TOM_BELT_07-27.png?itok=pZriFRrK
114,alexander volkov,Drago,M,Peso-pesado,38,11,0,0.57,0.82,0.12,0.06,0.63,0.26,0.11,4.97,2.99,0.61,0.24,0.54,0.72,0.24,777,7.26,2.87,2.11,36,79.0,254.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/VOLKOV_ALEXANDER_L_06-22.png?itok=HddRChOQ,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2025-01/5/VOLKOV_ALEXANDER_12-07.png?itok=LAA3Yz-d
